DATE,CPD_ID,SERIES_ID,SMILES,pIC50
2001-04-17,CPD_0,Tetrahydroisoquinoline,O=C(O)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccncc2)cc1,6.3979400086720375
2001-04-17,CPD_1,Pyrimidine_bisamide,O=C(NCc1ccccc1)c1cc(C(=O)NCc2ccccc2)ncn1,4.000000000000001
2001-04-17,CPD_2,Tetrahydroisoquinoline,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)cc2)cc1,8.460409376976186
2001-07-02,CPD_3,Tetrahydroisoquinoline,CC(=O)Nc1cccc(-c2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)cc2)c1,8.698970004336019
2001-07-02,CPD_4,Tetrahydroisoquinoline,CS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)cc2)cc1,8.301029995663981
2001-08-27,CPD_5,Tetrahydroisoquinoline,Cc1cccc(N2CCN(c3ccc(S(=O)(=O)N4Cc5ccccc5C[C@@H]4C(=O)NO)cc3)CC2)c1,5.849485002168009
2001-10-30,CPD_6,Pyrimidine_bisamide,O=C(NCc1cnccn1)c1cc(C(=O)NCc2cnccn2)ncn1,4.0
2001-10-30,CPD_7,Pyrimidine_bisamide,O=C(NCc1ccc(F)cc1)c1cncc(C(=O)NCc2ccc(F)cc2)c1,4.0
2001-10-30,CPD_8,Tetrahydroisoquinoline,O=C(NO)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(CCCCN2CCN(C(=O)C(F)(F)F)CC2)cc1,6.5228787452803365
2001-10-30,CPD_9,Tetrahydroisoquinoline,O=C(NO)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(N2CCN(Cc3ccccc3)CC2)cc1,5.221848749616356
2001-10-30,CPD_10,Tetrahydroisoquinoline,O=C(NO)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(N2CCN(c3ccccn3)CC2)cc1,5.999999999999999
2001-10-30,CPD_11,Tetrahydroisoquinoline,O=C(NO)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(N2CCN(c3ncccn3)CC2)cc1,6.154901959985743
2001-10-30,CPD_12,Tetrahydroisoquinoline,O=C(NO)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(N2CCOCC2)cc1,6.943028323846581
2001-10-30,CPD_13,Tetrahydroisoquinoline,O=C(NO)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(N2CCSCC2)cc1,6.698970004336019
2001-10-30,CPD_14,Pyrimidine_bisamide,O=C(NCCCCc1ccccc1)c1cc(C(=O)NCCCCc2ccccc2)ncn1,4.0
2001-10-30,CPD_15,Pyrimidine_bisamide,O=C(NCCCc1ccccc1)c1cc(C(=O)NCCCc2ccccc2)ncn1,4.0
2001-10-30,CPD_16,Pyrimidine_bisamide,O=C(NCCCc1cccnc1)c1cc(C(=O)NCCCc2cccnc2)ncn1,4.0
2001-10-30,CPD_17,Tetrahydroisoquinoline,CN(C)C(=O)c1cccc(N2CCN(c3ccc(S(=O)(=O)N4Cc5ccccc5C[C@@H]4C(=O)NO)cc3)CC2)c1,6.698970004336019
2001-10-30,CPD_18,Pyrimidine_bisamide,O=C(NCc1ccc(F)c(Cl)c1)c1cc(C(=O)NCc2ccc(F)c(Cl)c2)ncn1,4.0
2001-10-30,CPD_19,Pyrimidine_bisamide,COc1ccccc1CNC(=O)c1cc(C(=O)NCc2ccccc2OC)ncn1,4.0
2001-10-30,CPD_20,Pyrimidine_bisamide,COc1cccc(CNC(=O)c2cc(C(=O)NCc3cccc(OC)c3)ncn2)c1,4.154901959985743
2001-10-30,CPD_21,Pyrimidine_bisamide,O=C(NCCOc1ccccc1)c1cc(C(=O)NCCOc2ccccc2)ncn1,4.0
2001-10-30,CPD_22,Pyrimidine_bisamide,O=C(NCCc1cccnc1)c1cc(C(=O)NCCc2cccnc2)ncn1,4.0
2001-10-30,CPD_23,Pyrimidine_bisamide,O=C(NCc1ccc(-c2ccccc2)cc1)c1cc(C(=O)NCc2ccc(-c3ccccc3)cc2)ncn1,4.0
2001-10-30,CPD_24,Pyrimidine_bisamide,O=C(NCc1cc(F)cc(F)c1)c1cc(C(=O)NCc2cc(F)cc(F)c2)ncn1,4.0
2001-10-30,CPD_25,Pyrimidine_bisamide,O=C(NCc1ccc(F)c(F)c1)c1cc(C(=O)NCc2ccc(F)c(F)c2)ncn1,4.0
2001-10-30,CPD_26,Pyrimidine_bisamide,O=C(NCc1c(F)cccc1F)c1cc(C(=O)NCc2c(F)cccc2F)ncn1,4.0
2001-10-30,CPD_27,Pyrimidine_bisamide,Cc1cccc(CNC(=O)c2cncc(C(=O)NCc3cccc(C)c3)c2)c1,4.0
2001-10-30,CPD_28,Tetrahydroisoquinoline,CC(=O)N1CCN(c2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)cc2)CC1,7.522878745280337
2001-10-30,CPD_29,Pyrimidine_bisamide,O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1,4.0
2001-10-30,CPD_30,Pyrimidine_bisamide,O=C(NCc1ccccn1)c1cc(C(=O)NCc2ccccn2)ncn1,4.0
2001-10-30,CPD_31,Pyrimidine_bisamide,O=C(NCc1ccccc1F)c1cc(C(=O)NCc2ccccc2F)ncn1,4.0
2001-10-30,CPD_32,Pyrimidine_bisamide,Cc1ccccc1CNC(=O)c1cc(C(=O)NCc2ccccc2C)ncn1,4.0
2001-10-30,CPD_33,Pyrimidine_bisamide,O=C(NCc1ccccc1Cl)c1cc(C(=O)NCc2ccccc2Cl)ncn1,4.0
2001-10-30,CPD_34,Pyrimidine_bisamide,O=C(NCc1cccc(Cl)c1)c1cncc(C(=O)NCc2cccc(Cl)c2)c1,4.0
2001-10-30,CPD_35,Pyrimidine_bisamide,O=C(NCc1ccccc1C(F)(F)F)c1cc(C(=O)NCc2ccccc2C(F)(F)F)ncn1,4.0
2001-10-30,CPD_36,Pyrimidine_bisamide,COc1ccc(CNC(=O)c2cncc(C(=O)NCc3ccc(OC)cc3)c2)cc1,4.0
2001-10-30,CPD_37,Tetrahydroisoquinoline,CCN1CCN(c2ccc(S(=O)(=O)N3Cc4ccccc4C[C@@H]3C(=O)NO)cc2)CC1,6.221848749616355
2001-10-30,CPD_38,Pyrimidine_bisamide,O=C(NCc1ccc2c(c1)CCO2)c1cc(C(=O)NCc2ccc3c(c2)CCO3)ncn1,4.0
2001-10-30,CPD_39,Pyrimidine_bisamide,CC(CNC(=O)c1cc(C(=O)NCC(C)c2ccccc2)ncn1)c1ccccc1,4.0
2001-10-30,CPD_40,Pyrimidine_bisamide,O=C(NCc1ccccc1)c1cncc(C(=O)NCc2ccccc2)c1,4.0
